((306.0625, 382.88751220703125), (475.02630615234375, 278.97369384765625), (199.5, 213.5), (371.66326904296875, 107.16666412353516))
((306.0625, 382.88751220703125), (475.02630615234375, 278.97369384765625), (199.5, 213.5), (371.66326904296875, 107.16666412353516))
((306.0625, 382.88751220703125), (475.02630615234375, 278.97369384765625), (199.5, 213.5), (371.66326904296875, 107.16666412353516))
((306.1861572265625, 382.822509765625), (474.9868469238281, 279.0131530761719), (199.27450561523438, 213.3627471923828), (371.55975341796875, 107.39308166503906))
((306.1861572265625, 382.822509765625), (474.9868469238281, 279.0131530761719), (199.27450561523438, 213.3627471923828), (371.55975341796875, 107.39308166503906))
((306.1861572265625, 382.822509765625), (474.9868469238281, 279.0131530761719), (199.27450561523438, 213.3627471923828), (371.55975341796875, 107.39308166503906))
((306.1861572265625, 382.822509765625), (474.9868469238281, 279.0131530761719), (199.27450561523438, 213.3627471923828), (371.55975341796875, 107.39308166503906))
((306.112548828125, 382.70562744140625), (474.8658447265625, 279.0243835449219), (199.313720703125, 213.6372528076172), (371.5, 107.04166412353516))
((306.112548828125, 382.70562744140625), (474.8658447265625, 279.0243835449219), (199.313720703125, 213.6372528076172), (371.5, 107.04166412353516))
((306.112548828125, 382.70562744140625), (474.8658447265625, 279.0243835449219), (199.313720703125, 213.6372528076172), (371.5, 107.04166412353516))
((306.112548828125, 382.70562744140625), (474.8658447265625, 279.0243835449219), (199.313720703125, 213.6372528076172), (371.5, 107.04166412353516))
((306.44293212890625, 382.9406433105469), (475.3946228027344, 278.8429260253906), (199.3333282470703, 214.3333282470703), (371.2843017578125, 107.30065155029297))
((306.44293212890625, 382.9406433105469), (475.3946228027344, 278.8429260253906), (199.3333282470703, 214.3333282470703), (371.2843017578125, 107.30065155029297))
((306.44293212890625, 382.9406433105469), (475.3946228027344, 278.8429260253906), (199.3333282470703, 214.3333282470703), (371.2843017578125, 107.30065155029297))
((306.44293212890625, 382.9406433105469), (475.3946228027344, 278.8429260253906), (199.3333282470703, 214.3333282470703), (371.2843017578125, 107.30065155029297))
((306.4189147949219, 382.97296142578125), (474.8809509277344, 278.27777099609375), (199.38888549804688, 214.50926208496094), (371.054931640625, 107.12820434570312))
((306.4189147949219, 382.97296142578125), (474.8809509277344, 278.27777099609375), (199.38888549804688, 214.50926208496094), (371.054931640625, 107.12820434570312))
((306.4189147949219, 382.97296142578125), (474.8809509277344, 278.27777099609375), (199.38888549804688, 214.50926208496094), (371.054931640625, 107.12820434570312))
((306.4189147949219, 382.97296142578125), (474.8809509277344, 278.27777099609375), (199.38888549804688, 214.50926208496094), (371.054931640625, 107.12820434570312))
((306.4189147949219, 382.97296142578125), (475.4041748046875, 278.6625061035156), (199.42367553710938, 214.42367553710938), (370.952392578125, 107.04762268066406))
((306.4189147949219, 382.97296142578125), (475.4041748046875, 278.6625061035156), (199.42367553710938, 214.42367553710938), (370.952392578125, 107.04762268066406))
((306.4189147949219, 382.97296142578125), (475.4041748046875, 278.6625061035156), (199.42367553710938, 214.42367553710938), (370.952392578125, 107.04762268066406))
((306.4189147949219, 382.97296142578125), (475.4041748046875, 278.6625061035156), (199.42367553710938, 214.42367553710938), (370.952392578125, 107.04762268066406))
((306.7442932128906, 383.0319519042969), (475.2449951171875, 278.3333435058594), (199.42367553710938, 214.42367553710938), (371.04998779296875, 106.94999694824219))
((306.7442932128906, 383.0319519042969), (475.2449951171875, 278.3333435058594), (199.42367553710938, 214.42367553710938), (371.04998779296875, 106.94999694824219))
((306.7442932128906, 383.0319519042969), (475.2449951171875, 278.3333435058594), (199.42367553710938, 214.42367553710938), (371.04998779296875, 106.94999694824219))
((306.7442932128906, 383.0319519042969), (475.2449951171875, 278.3333435058594), (199.42367553710938, 214.42367553710938), (371.04998779296875, 106.94999694824219))
((307.5, 383.0), (475.3946228027344, 277.8429260253906), (199.58511352539062, 215.02127075195312), (369.952392578125, 106.99134063720703))
((307.5, 383.0), (475.3946228027344, 277.8429260253906), (199.58511352539062, 215.02127075195312), (369.952392578125, 106.99134063720703))
((307.5, 383.0), (475.3946228027344, 277.8429260253906), (199.58511352539062, 215.02127075195312), (369.952392578125, 106.99134063720703))
((307.5, 383.0), (475.3946228027344, 277.8429260253906), (199.58511352539062, 215.02127075195312), (369.952392578125, 106.99134063720703))
((307.97119140625, 383.14404296875), (475.5018310546875, 277.0952453613281), (199.37460327148438, 215.34603881835938), (369.9725341796875, 107.05490112304688))
((307.97119140625, 383.14404296875), (475.5018310546875, 277.0952453613281), (199.37460327148438, 215.34603881835938), (369.9725341796875, 107.05490112304688))
((307.97119140625, 383.14404296875), (475.5018310546875, 277.0952453613281), (199.37460327148438, 215.34603881835938), (369.9725341796875, 107.05490112304688))
((307.97119140625, 383.14404296875), (475.5018310546875, 277.0952453613281), (199.37460327148438, 215.34603881835938), (369.9725341796875, 107.05490112304688))
((308.9444580078125, 383.5), (475.73895263671875, 276.22491455078125), (199.34890747070312, 216.57632446289062), (368.8971252441406, 106.95884704589844))
((308.9444580078125, 383.5), (475.73895263671875, 276.22491455078125), (199.34890747070312, 216.57632446289062), (368.8971252441406, 106.95884704589844))
((308.9444580078125, 383.5), (475.73895263671875, 276.22491455078125), (199.34890747070312, 216.57632446289062), (368.8971252441406, 106.95884704589844))
((308.9444580078125, 383.5), (475.73895263671875, 276.22491455078125), (199.34890747070312, 216.57632446289062), (368.8971252441406, 106.95884704589844))
((309.6000061035156, 383.48748779296875), (476.2088928222656, 275.70220947265625), (368.29718017578125, 106.31726837158203), (527.0, 62.0))
((309.6000061035156, 383.48748779296875), (476.2088928222656, 275.70220947265625), (368.29718017578125, 106.31726837158203), (527.0, 62.0))
((309.6000061035156, 383.48748779296875), (476.2088928222656, 275.70220947265625), (368.29718017578125, 106.31726837158203), (527.0, 62.0))
((309.6000061035156, 383.48748779296875), (476.2088928222656, 275.70220947265625), (368.29718017578125, 106.31726837158203), (527.0, 62.0))
((310.5333251953125, 383.6666564941406), (476.135009765625, 275.3755187988281), (198.8217010498047, 217.6821746826172), (367.8544006347656, 106.19923400878906))
((310.5333251953125, 383.6666564941406), (476.135009765625, 275.3755187988281), (198.8217010498047, 217.6821746826172), (367.8544006347656, 106.19923400878906))
((310.5333251953125, 383.6666564941406), (476.135009765625, 275.3755187988281), (198.8217010498047, 217.6821746826172), (367.8544006347656, 106.19923400878906))
((310.5333251953125, 383.6666564941406), (476.135009765625, 275.3755187988281), (198.8217010498047, 217.6821746826172), (367.8544006347656, 106.19923400878906))
((310.592041015625, 383.736328125), (140.0, 343.0), (476.28887939453125, 275.40887451171875), (367.5799865722656, 106.18333435058594))
((310.592041015625, 383.736328125), (140.0, 343.0), (476.28887939453125, 275.40887451171875), (367.5799865722656, 106.18333435058594))
((310.592041015625, 383.736328125), (140.0, 343.0), (476.28887939453125, 275.40887451171875), (367.5799865722656, 106.18333435058594))
((310.592041015625, 383.736328125), (140.0, 343.0), (476.28887939453125, 275.40887451171875), (367.5799865722656, 106.18333435058594))
((310.5, 383.7402038574219), (476.4291687011719, 274.5625), (198.77394104003906, 218.2337188720703), (367.39068603515625, 105.99282836914062))
((310.5, 383.7402038574219), (476.4291687011719, 274.5625), (198.77394104003906, 218.2337188720703), (367.39068603515625, 105.99282836914062))
((310.5, 383.7402038574219), (476.4291687011719, 274.5625), (198.77394104003906, 218.2337188720703), (367.39068603515625, 105.99282836914062))
((310.5, 383.7402038574219), (476.4291687011719, 274.5625), (198.77394104003906, 218.2337188720703), (367.39068603515625, 105.99282836914062))
((310.5, 383.7402038574219), (476.5555419921875, 274.4311218261719), (198.7558135986328, 218.26744079589844), (367.1560363769531, 106.05319213867188))
((310.5, 383.7402038574219), (476.5555419921875, 274.4311218261719), (198.7558135986328, 218.26744079589844), (367.1560363769531, 106.05319213867188))
((310.5, 383.7402038574219), (476.5555419921875, 274.4311218261719), (198.7558135986328, 218.26744079589844), (367.1560363769531, 106.05319213867188))
((310.5, 383.7402038574219), (476.5555419921875, 274.4311218261719), (198.7558135986328, 218.26744079589844), (367.1560363769531, 106.05319213867188))
((310.9756164550781, 383.8658447265625), (476.5810852050781, 274.02703857421875), (198.90261840820312, 218.97003173828125), (367.04998779296875, 105.94999694824219))
((310.9756164550781, 383.8658447265625), (476.5810852050781, 274.02703857421875), (198.90261840820312, 218.97003173828125), (367.04998779296875, 105.94999694824219))
((310.9756164550781, 383.8658447265625), (476.5810852050781, 274.02703857421875), (198.90261840820312, 218.97003173828125), (367.04998779296875, 105.94999694824219))
((310.9756164550781, 383.8658447265625), (476.5810852050781, 274.02703857421875), (198.90261840820312, 218.97003173828125), (367.04998779296875, 105.94999694824219))
((311.35870361328125, 383.90216064453125), (476.5810852050781, 274.02703857421875), (198.69412231445312, 218.8862762451172), (367.04998779296875, 105.94999694824219))
((311.35870361328125, 383.90216064453125), (476.5810852050781, 274.02703857421875), (198.69412231445312, 218.8862762451172), (367.04998779296875, 105.94999694824219))
((311.35870361328125, 383.90216064453125), (476.5810852050781, 274.02703857421875), (198.69412231445312, 218.8862762451172), (367.04998779296875, 105.94999694824219))
((311.35870361328125, 383.90216064453125), (476.5810852050781, 274.02703857421875), (198.69412231445312, 218.8862762451172), (367.04998779296875, 105.94999694824219))
((311.5, 384.0), (476.55712890625, 274.05712890625), (198.69412231445312, 218.8862762451172), (366.63714599609375, 105.95358276367188))
((311.5, 384.0), (476.55712890625, 274.05712890625), (198.69412231445312, 218.8862762451172), (366.63714599609375, 105.95358276367188))
((311.5, 384.0), (476.55712890625, 274.05712890625), (198.69412231445312, 218.8862762451172), (366.63714599609375, 105.95358276367188))
((311.5, 384.0), (476.55712890625, 274.05712890625), (198.69412231445312, 218.8862762451172), (366.63714599609375, 105.95358276367188))
((311.4888916015625, 383.9222106933594), (476.4189147949219, 273.97296142578125), (198.7857208251953, 219.0), (366.9083251953125, 105.8375015258789))
((311.4888916015625, 383.9222106933594), (476.4189147949219, 273.97296142578125), (198.7857208251953, 219.0), (366.9083251953125, 105.8375015258789))
((311.4888916015625, 383.9222106933594), (476.4189147949219, 273.97296142578125), (198.7857208251953, 219.0), (366.9083251953125, 105.8375015258789))
((311.4888916015625, 383.9222106933594), (476.4189147949219, 273.97296142578125), (198.7857208251953, 219.0), (366.9083251953125, 105.8375015258789))
((311.5, 384.0), (476.55712890625, 273.8857116699219), (198.78355407714844, 219.00865173339844), (366.5, 105.91056823730469))
((311.5, 384.0), (476.55712890625, 273.8857116699219), (198.78355407714844, 219.00865173339844), (366.5, 105.91056823730469))
((311.5, 384.0), (476.55712890625, 273.8857116699219), (198.78355407714844, 219.00865173339844), (366.5, 105.91056823730469))
((311.5, 384.0), (476.55712890625, 273.8857116699219), (198.78355407714844, 219.00865173339844), (366.5, 105.91056823730469))
((311.5, 384.0), (476.3139953613281, 273.9468688964844), (198.43460083007812, 218.8776397705078), (366.1541748046875, 106.0250015258789))
((311.5, 384.0), (476.3139953613281, 273.9468688964844), (198.43460083007812, 218.8776397705078), (366.1541748046875, 106.0250015258789))
((311.5, 384.0), (476.3139953613281, 273.9468688964844), (198.43460083007812, 218.8776397705078), (366.1541748046875, 106.0250015258789))
((311.5, 384.0), (476.3139953613281, 273.9468688964844), (198.43460083007812, 218.8776397705078), (366.1541748046875, 106.0250015258789))
((311.5, 384.0), (476.1666564941406, 273.9583435058594), (198.6371307373047, 218.95358276367188), (366.2755432128906, 105.84444427490234))
((311.5, 384.0), (476.1666564941406, 273.9583435058594), (198.6371307373047, 218.95358276367188), (366.2755432128906, 105.84444427490234))
((311.5, 384.0), (476.1666564941406, 273.9583435058594), (198.6371307373047, 218.95358276367188), (366.2755432128906, 105.84444427490234))
((311.5, 384.0), (476.1666564941406, 273.9583435058594), (198.6371307373047, 218.95358276367188), (366.2755432128906, 105.84444427490234))
((311.83935546875, 383.919677734375), (476.63555908203125, 273.6488952636719), (198.55555725097656, 219.1746063232422), (366.36285400390625, 105.95358276367188))
((311.83935546875, 383.919677734375), (476.63555908203125, 273.6488952636719), (198.55555725097656, 219.1746063232422), (366.36285400390625, 105.95358276367188))
((311.83935546875, 383.919677734375), (476.63555908203125, 273.6488952636719), (198.55555725097656, 219.1746063232422), (366.36285400390625, 105.95358276367188))
((311.83935546875, 383.919677734375), (476.63555908203125, 273.6488952636719), (198.55555725097656, 219.1746063232422), (366.36285400390625, 105.95358276367188))
((312.0365905761719, 383.9756164550781), (476.63555908203125, 273.6488952636719), (198.4238739013672, 219.22633361816406), (366.5, 106.0))
((312.0365905761719, 383.9756164550781), (476.63555908203125, 273.6488952636719), (198.4238739013672, 219.22633361816406), (366.5, 106.0))
((312.0365905761719, 383.9756164550781), (476.63555908203125, 273.6488952636719), (198.4238739013672, 219.22633361816406), (366.5, 106.0))
((312.0365905761719, 383.9756164550781), (476.63555908203125, 273.6488952636719), (198.4238739013672, 219.22633361816406), (366.5, 106.0))
((312.0625, 383.88751220703125), (476.63555908203125, 273.6488952636719), (198.3780517578125, 219.40243530273438), (366.1825256347656, 106.05952453613281))
((312.0625, 383.88751220703125), (476.63555908203125, 273.6488952636719), (198.3780517578125, 219.40243530273438), (366.1825256347656, 106.05952453613281))
((312.0625, 383.88751220703125), (476.63555908203125, 273.6488952636719), (198.3780517578125, 219.40243530273438), (366.1825256347656, 106.05952453613281))
((312.0625, 383.88751220703125), (476.63555908203125, 273.6488952636719), (198.3780517578125, 219.40243530273438), (366.1825256347656, 106.05952453613281))
((312.0041198730469, 383.89300537109375), (476.592041015625, 273.263671875), (198.36444091796875, 219.35110473632812), (366.0853576660156, 105.9756088256836))
((312.0041198730469, 383.89300537109375), (476.592041015625, 273.263671875), (198.36444091796875, 219.35110473632812), (366.0853576660156, 105.9756088256836))
((312.0041198730469, 383.89300537109375), (476.592041015625, 273.263671875), (198.36444091796875, 219.35110473632812), (366.0853576660156, 105.9756088256836))
((312.0041198730469, 383.89300537109375), (476.592041015625, 273.263671875), (198.36444091796875, 219.35110473632812), (366.0853576660156, 105.9756088256836))
((312.0, 383.78570556640625), (476.5, 273.0555419921875), (198.57083129882812, 219.28334045410156), (365.98431396484375, 105.93333435058594))
((312.0, 383.78570556640625), (476.5, 273.0555419921875), (198.57083129882812, 219.28334045410156), (365.98431396484375, 105.93333435058594))
((312.0, 383.78570556640625), (476.5, 273.0555419921875), (198.57083129882812, 219.28334045410156), (365.98431396484375, 105.93333435058594))
((312.0, 383.78570556640625), (476.5, 273.0555419921875), (198.57083129882812, 219.28334045410156), (365.98431396484375, 105.93333435058594))
((312.34222412109375, 383.9422302246094), (476.6388854980469, 273.0833435058594), (198.57142639160156, 219.4642791748047), (365.6336975097656, 105.93040466308594))
((312.34222412109375, 383.9422302246094), (476.6388854980469, 273.0833435058594), (198.57142639160156, 219.4642791748047), (365.6336975097656, 105.93040466308594))
((312.34222412109375, 383.9422302246094), (476.6388854980469, 273.0833435058594), (198.57142639160156, 219.4642791748047), (365.6336975097656, 105.93040466308594))
((312.34222412109375, 383.9422302246094), (476.6388854980469, 273.0833435058594), (198.57142639160156, 219.4642791748047), (365.6336975097656, 105.93040466308594))
((312.44293212890625, 383.9406433105469), (476.4189147949219, 272.97296142578125), (198.8174591064453, 219.9404754638672), (365.5, 106.0))
((312.44293212890625, 383.9406433105469), (476.4189147949219, 272.97296142578125), (198.8174591064453, 219.9404754638672), (365.5, 106.0))
((312.44293212890625, 383.9406433105469), (476.4189147949219, 272.97296142578125), (198.8174591064453, 219.9404754638672), (365.5, 106.0))
((312.44293212890625, 383.9406433105469), (476.4189147949219, 272.97296142578125), (198.8174591064453, 219.9404754638672), (365.5, 106.0))
((312.4189147949219, 383.97296142578125), (140.0, 348.5), (476.5526428222656, 272.8552551269531), (198.56910705566406, 219.9268341064453))
((312.4189147949219, 383.97296142578125), (140.0, 348.5), (476.5526428222656, 272.8552551269531), (198.56910705566406, 219.9268341064453))
((312.4189147949219, 383.97296142578125), (140.0, 348.5), (476.5526428222656, 272.8552551269531), (198.56910705566406, 219.9268341064453))
((312.4189147949219, 383.97296142578125), (140.0, 348.5), (476.5526428222656, 272.8552551269531), (198.56910705566406, 219.9268341064453))
((312.5, 384.0), (476.6519470214844, 272.5833435058594), (198.5, 220.43023681640625), (365.6744079589844, 105.86046600341797))
((312.5, 384.0), (476.6519470214844, 272.5833435058594), (198.5, 220.43023681640625), (365.6744079589844, 105.86046600341797))
((312.5, 384.0), (476.6519470214844, 272.5833435058594), (198.5, 220.43023681640625), (365.6744079589844, 105.86046600341797))
((312.5, 384.0), (476.6519470214844, 272.5833435058594), (198.5, 220.43023681640625), (365.6744079589844, 105.86046600341797))
((312.7442932128906, 384.0319519042969), (476.5, 272.8235168457031), (198.5, 220.43023681640625), (365.572021484375, 105.6831283569336))
((312.7442932128906, 384.0319519042969), (476.5, 272.8235168457031), (198.5, 220.43023681640625), (365.572021484375, 105.6831283569336))
((312.7442932128906, 384.0319519042969), (476.5, 272.8235168457031), (198.5, 220.43023681640625), (365.572021484375, 105.6831283569336))
((312.7442932128906, 384.0319519042969), (476.5, 272.8235168457031), (198.5, 220.43023681640625), (365.572021484375, 105.6831283569336))
((313.02880859375, 384.10699462890625), (476.8658447265625, 272.0243835449219), (198.57142639160156, 220.4642791748047), (364.8214416503906, 105.8452377319336))
((313.02880859375, 384.10699462890625), (476.8658447265625, 272.0243835449219), (198.57142639160156, 220.4642791748047), (364.8214416503906, 105.8452377319336))
((313.02880859375, 384.10699462890625), (476.8658447265625, 272.0243835449219), (198.57142639160156, 220.4642791748047), (364.8214416503906, 105.8452377319336))
((313.02880859375, 384.10699462890625), (476.8658447265625, 272.0243835449219), (198.57142639160156, 220.4642791748047), (364.8214416503906, 105.8452377319336))
((313.02880859375, 384.10699462890625), (476.8658447265625, 272.0243835449219), (198.6219482421875, 220.59756469726562), (364.7763671875, 105.89029693603516))
((313.02880859375, 384.10699462890625), (476.8658447265625, 272.0243835449219), (198.6219482421875, 220.59756469726562), (364.7763671875, 105.89029693603516))
((313.02880859375, 384.10699462890625), (476.8658447265625, 272.0243835449219), (198.6219482421875, 220.59756469726562), (364.7763671875, 105.89029693603516))
((313.02880859375, 384.10699462890625), (476.8658447265625, 272.0243835449219), (198.6219482421875, 220.59756469726562), (364.7763671875, 105.89029693603516))
((313.1181335449219, 384.0843811035156), (476.8658447265625, 271.9756164550781), (198.188232421875, 220.63137817382812), (364.65728759765625, 105.61502075195312))
((313.1181335449219, 384.0843811035156), (476.8658447265625, 271.9756164550781), (198.188232421875, 220.63137817382812), (364.65728759765625, 105.61502075195312))
((313.1181335449219, 384.0843811035156), (476.8658447265625, 271.9756164550781), (198.188232421875, 220.63137817382812), (364.65728759765625, 105.61502075195312))
((313.1181335449219, 384.0843811035156), (476.8658447265625, 271.9756164550781), (198.188232421875, 220.63137817382812), (364.65728759765625, 105.61502075195312))
((313.4888916015625, 383.9222106933594), (476.95001220703125, 272.0), (198.188232421875, 220.63137817382812), (364.74285888671875, 105.69523620605469))
((313.4888916015625, 383.9222106933594), (476.95001220703125, 272.0), (198.188232421875, 220.63137817382812), (364.74285888671875, 105.69523620605469))
((313.4888916015625, 383.9222106933594), (476.95001220703125, 272.0), (198.188232421875, 220.63137817382812), (364.74285888671875, 105.69523620605469))
((313.4888916015625, 383.9222106933594), (476.95001220703125, 272.0), (198.188232421875, 220.63137817382812), (364.74285888671875, 105.69523620605469))
((313.4888916015625, 383.9222106933594), (476.952392578125, 271.952392578125), (198.26966857910156, 220.73782348632812), (364.74285888671875, 105.69523620605469))
((313.4888916015625, 383.9222106933594), (476.952392578125, 271.952392578125), (198.26966857910156, 220.73782348632812), (364.74285888671875, 105.69523620605469))
((313.4888916015625, 383.9222106933594), (476.952392578125, 271.952392578125), (198.26966857910156, 220.73782348632812), (364.74285888671875, 105.69523620605469))
((313.4888916015625, 383.9222106933594), (476.952392578125, 271.952392578125), (198.26966857910156, 220.73782348632812), (364.74285888671875, 105.69523620605469))
((313.4888916015625, 383.9222106933594), (476.95001220703125, 272.0), (198.26966857910156, 220.73782348632812), (364.592041015625, 105.73632049560547))
((313.4888916015625, 383.9222106933594), (476.95001220703125, 272.0), (198.26966857910156, 220.73782348632812), (364.592041015625, 105.73632049560547))
((313.4888916015625, 383.9222106933594), (476.95001220703125, 272.0), (198.26966857910156, 220.73782348632812), (364.592041015625, 105.73632049560547))
((313.4888916015625, 383.9222106933594), (476.95001220703125, 272.0), (198.26966857910156, 220.73782348632812), (364.592041015625, 105.73632049560547))
((313.5, 384.0), (476.8658447265625, 271.9756164550781), (198.188232421875, 220.63137817382812), (364.652587890625, 105.69953155517578))
((313.5, 384.0), (476.8658447265625, 271.9756164550781), (198.188232421875, 220.63137817382812), (364.652587890625, 105.69953155517578))
((313.5, 384.0), (476.8658447265625, 271.9756164550781), (198.188232421875, 220.63137817382812), (364.652587890625, 105.69953155517578))
((313.5, 384.0), (476.8658447265625, 271.9756164550781), (198.188232421875, 220.63137817382812), (364.652587890625, 105.69953155517578))
((313.5, 384.0), (476.952392578125, 272.0), (198.188232421875, 220.63137817382812), (364.63555908203125, 105.64888763427734))
((313.5, 384.0), (476.952392578125, 272.0), (198.188232421875, 220.63137817382812), (364.63555908203125, 105.64888763427734))
((313.5, 384.0), (476.952392578125, 272.0), (198.188232421875, 220.63137817382812), (364.63555908203125, 105.64888763427734))
((313.5, 384.0), (476.952392578125, 272.0), (198.188232421875, 220.63137817382812), (364.63555908203125, 105.64888763427734))
((313.5, 384.0), (476.7960205078125, 271.6666564941406), (198.188232421875, 220.63137817382812), (364.5641174316406, 105.46154022216797))
((313.5, 384.0), (476.7960205078125, 271.6666564941406), (198.188232421875, 220.63137817382812), (364.5641174316406, 105.46154022216797))
((313.5, 384.0), (476.7960205078125, 271.6666564941406), (198.188232421875, 220.63137817382812), (364.5641174316406, 105.46154022216797))
((313.5, 384.0), (476.7960205078125, 271.6666564941406), (198.188232421875, 220.63137817382812), (364.5641174316406, 105.46154022216797))
((313.5, 384.0), (476.55706787109375, 271.799072265625), (198.1325225830078, 220.6947784423828), (364.3760681152344, 105.5))
((313.5, 384.0), (476.55706787109375, 271.799072265625), (198.1325225830078, 220.6947784423828), (364.3760681152344, 105.5))
((313.5, 384.0), (476.55706787109375, 271.799072265625), (198.1325225830078, 220.6947784423828), (364.3760681152344, 105.5))
((313.5, 384.0), (476.55706787109375, 271.799072265625), (198.1325225830078, 220.6947784423828), (364.3760681152344, 105.5))
((313.5, 384.0), (476.8577880859375, 271.60888671875), (198.240966796875, 220.68272399902344), (364.6025695800781, 105.5))
((313.5, 384.0), (476.8577880859375, 271.60888671875), (198.240966796875, 220.68272399902344), (364.6025695800781, 105.5))
((313.5, 384.0), (476.8577880859375, 271.60888671875), (198.240966796875, 220.68272399902344), (364.6025695800781, 105.5))
((313.5, 384.0), (476.8577880859375, 271.60888671875), (198.240966796875, 220.68272399902344), (364.6025695800781, 105.5))
((313.5851135253906, 384.0212707519531), (476.6216125488281, 271.5360412597656), (198.4268341064453, 220.4512176513672), (364.6712951660156, 105.5))
((313.5851135253906, 384.0212707519531), (476.6216125488281, 271.5360412597656), (198.4268341064453, 220.4512176513672), (364.6712951660156, 105.5))
((313.5851135253906, 384.0212707519531), (476.6216125488281, 271.5360412597656), (198.4268341064453, 220.4512176513672), (364.6712951660156, 105.5))
((313.5851135253906, 384.0212707519531), (476.6216125488281, 271.5360412597656), (198.4268341064453, 220.4512176513672), (364.6712951660156, 105.5))
((313.662841796875, 384.0766296386719), (476.3480529785156, 271.5), (198.20370483398438, 221.1592559814453), (364.4545593261719, 105.41991424560547))
((313.662841796875, 384.0766296386719), (476.3480529785156, 271.5), (198.20370483398438, 221.1592559814453), (364.4545593261719, 105.41991424560547))
((313.662841796875, 384.0766296386719), (476.3480529785156, 271.5), (198.20370483398438, 221.1592559814453), (364.4545593261719, 105.41991424560547))
((313.662841796875, 384.0766296386719), (476.3480529785156, 271.5), (198.20370483398438, 221.1592559814453), (364.4545593261719, 105.41991424560547))
((313.662841796875, 384.0766296386719), (476.88751220703125, 271.11248779296875), (198.14529418945312, 220.89743041992188), (364.3166809082031, 105.44999694824219))
((313.662841796875, 384.0766296386719), (476.88751220703125, 271.11248779296875), (198.14529418945312, 220.89743041992188), (364.3166809082031, 105.44999694824219))
((313.662841796875, 384.0766296386719), (476.88751220703125, 271.11248779296875), (198.14529418945312, 220.89743041992188), (364.3166809082031, 105.44999694824219))
((313.662841796875, 384.0766296386719), (476.88751220703125, 271.11248779296875), (198.14529418945312, 220.89743041992188), (364.3166809082031, 105.44999694824219))
((313.83935546875, 384.080322265625), (476.75799560546875, 271.3744201660156), (198.00401306152344, 220.7871551513672), (364.3166809082031, 105.44999694824219))
((313.83935546875, 384.080322265625), (476.75799560546875, 271.3744201660156), (198.00401306152344, 220.7871551513672), (364.3166809082031, 105.44999694824219))
((313.83935546875, 384.080322265625), (476.75799560546875, 271.3744201660156), (198.00401306152344, 220.7871551513672), (364.3166809082031, 105.44999694824219))
